Component 1,Component 2,Fare
-1.024177781745462,0.00746223311905212,7.5
-1.5845131219667226,-0.35487654079676817,7.5
-1.7077298064488142,-0.5553213363686917,7.8
-2.051150917216168,-0.731240981728888,7.8
-1.8670170364273415,-0.4944447806320801,7.5
-2.051150917216168,-0.731240981728888,7.8
-1.2691602804113677,-0.19341195694384702,9.2
0.13000572909137437,0.6617486411517225,7.8
-0.39290006949744144,0.2736598414262217,8.2
-1.0035078739741754,-0.08372336530806686,7.8
-0.4805146022948975,0.1894573940440148,8.1
-1.9208740161948359,-0.6163031443391442,7.5
0.18497105991198384,0.6861324421308368,7.5
0.16921273811667825,0.6344911064794718,8.0
-1.9447858104145144,-0.5182572785063068,7.5
-3.388705192615992,-1.3443380234311186,7.3
-3.138711092718591,-1.2550121749234606,7.4
-0.9520598665784051,-0.030805894956794866,8.1
-0.9248840227660092,-0.08869627195077436,8.0
-0.9774549444657504,-0.01787477919527322,8.6
-2.189623107642957,-0.8385111716978605,7.8
-2.6173753327274696,-0.8979569268475217,7.8
-0.923241544719472,-0.013129989828104508,7.3
-0.923241544719472,-0.013129989828104508,7.4
-2.8634183451804605,-0.9831797111877421,7.4
-2.500399993679664,-0.8241187178436601,8.0
2.4101982339451595,2.162727290721199,8.3
-2.189623107642957,-0.8385111716978605,7.5
-4.6521555556579575,-2.0439506025685983,7.4
-2.911529577927695,-1.0756537536098194,7.5
-2.0920402777112,-0.7401738425216686,7.5
-1.5045079707629883,-0.31645769331969803,7.8
-2.933981071085935,-1.1263198076553405,7.5
-2.8634183451804605,-0.9831797111877421,7.8
-3.659041864511488,-1.5644095439854848,7.3
-2.7694070230440713,-0.8692136543454377,7.4
-0.923241544719472,-0.013129989828104508,7.5
2.3765114729729557,2.1234090756182082,8.2
0.02795730166970634,0.6001059956455694,7.4
-2.370779897118208,-0.8803859552421328,7.3
-1.5586974408249272,-0.2281043116731976,8.3
-0.9180365932767726,0.11657835121697649,10.6
-1.6162935765208224,-0.38510072342073365,10.7
-0.3352130626488835,0.513634349463808,10.4
-1.5499791346819976,-0.35037915395508007,10.3
-0.9180365932767726,0.11657835121697649,10.5
-1.5499791346819976,-0.35037915395508007,10.2
-0.7582411703875767,0.05751349193827748,12.1
-1.2425798384996645,-0.206457103002354,8.1
1.5379502729374999,1.5956617447697499,12.1
-0.4262968657979649,0.3687695740414299,14.8
0.021577234878289307,0.5743797091025048,14.8
-0.03167744354587988,0.549564292562295,5.3
-2.040296976976128,-0.5368386913543469,7.0
-2.9784513351500417,-1.208576948039479,6.6
-3.9966560575556462,-1.7885978386055355,6.5
-0.3817411150226938,0.3913907028746751,5.5
-2.9891491633339484,-1.0956426987089862,7.2
-2.9469545045049124,-0.8991334281797733,7.1
-2.040296976976128,-0.5368386913543469,7.2
-3.069615433044271,-1.0997032685666643,7.2
-2.221751028905104,-0.778022836910337,7.2
-2.5730102946226023,-0.8666517849671717,7.3
0.16995354709158977,0.6384832475588128,12.1
-0.419783282371677,0.4127118631231537,12.1
-0.3086483736600429,0.3717300522376101,7.3
0.2178228302038623,0.7529405844227222,7.8
-2.484204989348292,-0.8279126777998835,7.3
-0.025994044225552668,0.5322658169062929,7.4
-1.8753953641285785,-0.39370440685804475,7.4
-1.3627736499434682,-0.044833236196183984,7.5
-2.484204989348292,-0.8279126777998835,7.3
-1.3627736499434682,-0.044833236196183984,7.4
-0.4568369421691009,0.3496927807220975,9.2
-0.979517672226761,0.33201909906706695,7.2
-2.9755409364080534,-0.8191040105480883,7.2
-0.4858413775340391,0.20485024514243175,8.2
-1.3161807187621506,-0.2175068247551599,12.1
0.25930937769911333,0.8002398685343433,9.4
2.362211171237853,2.1943341093696533,10.6
-0.5151376972093198,0.32568442690841853,11.0
1.8718056813665305,1.9706338052204695,12.3
-1.1846036105851954,-0.06211630821057495,7.8
-2.5157735552988973,-0.7011627001251306,7.3
-2.9281050097360803,-1.1585901534360021,8.1
-0.4873748733962401,0.20582216105052273,8.6
-0.4373174789417671,0.29966163007528734,8.8
-1.5586974408249272,-0.2281043116731976,8.3
-0.9845672604508928,0.09667877793774685,8.3
-1.7405639920155251,-0.4111213584821213,8.6
-1.3499646346556966,-0.13992531444890668,8.2
-1.1359621573186904,-0.10368796318052996,8.1
-0.9182444841500584,0.03761945627582532,7.8
-2.9281050097360803,-1.1585901534360021,8.0
-3.61542518718418,-1.540240180669957,7.3
1.2018594080647758,1.33383438718559,8.0
-0.526977372476851,0.21724451487653645,4.0
0.07780897596148006,0.623954960006256,2.6
-1.1027428412678266,-0.035996716093010306,6.4
2.183413082530584,2.0146204105355503,8.8
-0.07292725366635404,0.46417620896380296,13.2
-2.2645498663793084,-0.8583546052423032,13.6
0.09546229208787474,0.6929552723260948,13.6
1.8771852963966311,1.74222460243704,13.4
-0.568601588387054,0.21995404052357995,12.9
0.4421125943741179,0.8790369877408248,6.6
-0.4972496176072501,0.2983131570038012,12.1
-0.4972496176072501,0.2983131570038012,12.7
1.1576725092734073,1.3826573876587358,15.5
-0.5359616113308274,0.29769733252561525,15.6
-1.425738356456524,-0.3156934292449803,16.1
-0.1413888041229477,0.3922066291614703,15.4
-1.0437650237996987,-0.10155505308322749,14.9
-0.9497237090491669,-0.04081238392766503,15.8
-2.119935926094998,-0.7568689729954576,17.4
1.1017440353744443,1.3344236983301467,18.7
-1.94446500897163,-0.6871369868279864,16.0
0.2128109254782678,0.6858772959701152,18.1
0.4137837851189313,0.8745524675058198,18.7
-1.3953465593410732,-0.34719345028017595,15.8
-1.7197519171271147,-0.447324079651389,15.5
-0.3658785470714506,0.2964115929305605,15.6
-1.0437650237996987,-0.10155505308322749,14.9
-0.658042604951643,0.14363164561381883,15.4
-0.694031231430492,0.17575826564732477,11.4
0.6366886971435937,0.9118469248097563,11.5
0.83928990563292,1.1417831358182868,11.5
0.3599453054795581,0.7835108840643168,11.4
-1.379848305350944,-0.19388191081795866,11.4
-1.6063388629563617,-0.41955576892045365,11.7
0.4054340510849675,0.8153059102542735,7.1
-1.5119436758705815,-0.40904749478175995,11.5
-0.21903875416063678,0.46998684839166255,11.7
-1.3340186401695695,-0.2933685905935022,17.4
0.4015818423580988,0.903145324149447,12.7
-0.21903875416063678,0.46998684839166255,11.5
-1.5323071108611601,-0.39462822153589705,5.8
2.92775558805184,2.531915297854389,14.9
0.48984702159753024,0.9704458229588924,11.4
-2.653478447886445,-0.7477976875488078,11.4
-1.290754934105191,-0.13705352158375864,14.9
0.16901420359672528,0.6825517647006892,14.0
-0.3895715152016464,0.3209333335414241,15.8
-0.45090104900681194,0.2827472448554365,12.7
-2.063637204163344,-0.7844346095345994,14.0
-1.140077797194962,-0.17442743497936636,6.7
1.3402510487332064,1.3751550697761425,11.5
1.301186953583912,1.4895561491300442,7.5
0.48984702159753024,0.9704458229588924,11.4
3.6437161656752983,3.0805787206224413,14.9
-0.9778667190442638,-0.030448886176905277,17.2
-1.7828263740388683,-0.614179477670278,14.3
-3.134754783942966,-1.1121573010733579,11.4
0.10880417353262775,0.6012488373617071,13.4
3.617542597299627,3.0146019741866827,12.1
-2.68201542278171,-1.0550597120308212,12.1
-2.68201542278171,-1.0550597120308212,12.1
-2.2293551673430914,-0.831733477162804,13.4
-2.2147918199509875,-0.7989714543142009,13.4
-0.302105534253632,0.3423199728059798,12.1
5.1759133323695465,4.1387050704318185,14.9
-0.24341759594406634,0.5359097522349323,12.1
4.5251980308978235,3.586965167346135,11.9
0.4404729927980908,0.8394791184816462,14.9
-2.097169493777732,-0.7412147216172138,14.9
-2.7777651775633507,-1.142087070969137,11.9
-1.9607942500872433,-0.5793685139979872,12.1
-1.9212189237582071,-0.5771542947576682,13.4
-0.7869216421339563,0.08181528711074956,13.4
2.2374519316861377,2.0084090416779588,12.1
-0.7826720631658368,0.07714602932682073,12.1
-2.2206648668973834,-0.8718697737817871,14.2
-2.3966829604157147,-0.9449660563898983,13.4
-1.2462179763641936,-0.281142897845319,13.4
-0.686121367452996,0.10468228294236573,13.4
-3.1289068171935077,-1.2989938169182598,12.1
-2.397182277063765,-0.8434297709397129,7.2
-1.345313271102363,-0.2608095125368989,12.1
-1.274113068930145,-0.22625768544741517,11.9
-2.6725898441622213,-1.0755143979744617,30.6
-1.2521898325246974,-0.2574920469841198,13.4
1.5077604985030537,1.5951896638269092,12.1
-2.68201542278171,-1.0550597120308212,12.1
-3.222278194770746,-1.3467156946823975,13.4
-1.5866337231827625,-0.42284500863220614,6.7
0.5005098629603536,0.9391168016493846,6.7
-0.06851665517142926,0.47603000482069036,8.1
-1.8636516766131106,-0.3533858696554489,6.5
-0.8413807754021027,0.01298960228945995,6.5
-2.9039266105738513,-1.1705861105707553,6.5
-0.9713744055689846,0.01476784344880582,6.6
-2.5566248866274064,-1.0332401867547503,6.8
-1.567178540688918,-0.30519887064307877,6.6
-2.5566248866274064,-1.0332401867547503,6.7
-1.815335801175425,-0.46162448128556466,7.0
-1.6941163832440425,-0.3944547555911263,12.1
-2.6708363622165225,-0.9706521934037949,11.9
1.5781083774038365,1.5855476164472597,12.1
-2.5920381985901306,-1.0133165661474035,8.1
2.9196012492807784,2.4625225021577535,8.8
2.183413082530584,2.0146204105355503,11.9
-2.363650731427698,-0.7373534332896817,7.1
-3.0206285404717645,-1.3006487690632103,8.2
-2.278246061155874,-0.6945993807698481,7.1
-2.776497148923845,-1.0145161092129698,12.1
-1.702199485883064,-0.4254292961876243,11.9
-0.5503518645852089,0.35702100060586006,11.9
1.5781083774038365,1.5855476164472597,12.1
-0.06101075530386,0.5060121116861551,7.0
-0.6683307874873632,0.10620857886977365,12.1
-2.465630765437922,-0.9392542163059205,6.5
-0.5503518645852089,0.35702100060586006,12.1
-2.776497148923845,-1.0145161092129698,12.1
-2.9736882295711324,-1.2789613907387807,12.1
-2.278246061155874,-0.6945993807698481,6.8
-0.43664369103109746,0.2227228639506836,7.1
-2.077995860987618,-0.7399912111848388,7.3
-2.7157424868304147,-1.0764854433164222,7.1
-0.1926801100258217,0.4200652236129966,8.1
1.0531226031890957,1.3641599296014213,9.2
